Country,Lat,Long,Date,Confirmed_cases,Dead,Recovered,Daily_case
Senegal,14.4974,-14.4524,2020-04-14,299,2,183,8
Senegal,14.4974,-14.4524,2020-04-15,314,2,190,15
Senegal,14.4974,-14.4524,2020-04-16,335,2,194,21
Senegal,14.4974,-14.4524,2020-04-17,342,2,198,7
Senegal,14.4974,-14.4524,2020-04-18,350,3,211,8
Senegal,14.4974,-14.4524,2020-04-19,367,3,220,17
Senegal,14.4974,-14.4524,2020-04-20,377,5,235,10
Senegal,14.4974,-14.4524,2020-04-21,412,5,242,35
Senegal,14.4974,-14.4524,2020-04-22,442,6,253,30
Senegal,14.4974,-14.4524,2020-04-23,479,6,257,37
Togo,8.6195,0.8248,2020-01-22,0,0,0,0
Togo,8.6195,0.8248,2020-01-23,0,0,0,0
Togo,8.6195,0.8248,2020-01-24,0,0,0,0
Togo,8.6195,0.8248,2020-01-25,0,0,0,0
Togo,8.6195,0.8248,2020-01-26,0,0,0,0
Togo,8.6195,0.8248,2020-01-27,0,0,0,0
Togo,8.6195,0.8248,2020-01-28,0,0,0,0
Togo,8.6195,0.8248,2020-01-29,0,0,0,0
Togo,8.6195,0.8248,2020-01-30,0,0,0,0
Togo,8.6195,0.8248,2020-01-31,0,0,0,0
Togo,8.6195,0.8248,2020-02-01,0,0,0,0
Togo,8.6195,0.8248,2020-02-02,0,0,0,0
Togo,8.6195,0.8248,2020-02-03,0,0,0,0
Togo,8.6195,0.8248,2020-02-04,0,0,0,0
Togo,8.6195,0.8248,2020-02-05,0,0,0,0
Togo,8.6195,0.8248,2020-02-06,0,0,0,0
Togo,8.6195,0.8248,2020-02-07,0,0,0,0
Togo,8.6195,0.8248,2020-02-08,0,0,0,0
Togo,8.6195,0.8248,2020-02-09,0,0,0,0
Togo,8.6195,0.8248,2020-02-10,0,0,0,0
Togo,8.6195,0.8248,2020-02-11,0,0,0,0
Togo,8.6195,0.8248,2020-02-12,0,0,0,0
Togo,8.6195,0.8248,2020-02-13,0,0,0,0
Togo,8.6195,0.8248,2020-02-14,0,0,0,0
Togo,8.6195,0.8248,2020-02-15,0,0,0,0
Togo,8.6195,0.8248,2020-02-16,0,0,0,0
Togo,8.6195,0.8248,2020-02-17,0,0,0,0
Togo,8.6195,0.8248,2020-02-18,0,0,0,0
Togo,8.6195,0.8248,2020-02-19,0,0,0,0
Togo,8.6195,0.8248,2020-02-20,0,0,0,0
Togo,8.6195,0.8248,2020-02-21,0,0,0,0
Togo,8.6195,0.8248,2020-02-22,0,0,0,0
Togo,8.6195,0.8248,2020-02-23,0,0,0,0
Togo,8.6195,0.8248,2020-02-24,0,0,0,0
Togo,8.6195,0.8248,2020-02-25,0,0,0,0
Togo,8.6195,0.8248,2020-02-26,0,0,0,0
Togo,8.6195,0.8248,2020-02-27,0,0,0,0
Togo,8.6195,0.8248,2020-02-28,0,0,0,0
Togo,8.6195,0.8248,2020-02-29,0,0,0,0
Togo,8.6195,0.8248,2020-03-01,0,0,0,0
Togo,8.6195,0.8248,2020-03-02,0,0,0,0
Togo,8.6195,0.8248,2020-03-03,0,0,0,0
Togo,8.6195,0.8248,2020-03-04,0,0,0,0
Togo,8.6195,0.8248,2020-03-05,0,0,0,0
Togo,8.6195,0.8248,2020-03-06,1,0,0,1
Togo,8.6195,0.8248,2020-03-07,1,0,0,0
Togo,8.6195,0.8248,2020-03-08,1,0,0,0
Togo,8.6195,0.8248,2020-03-09,1,0,0,0
Togo,8.6195,0.8248,2020-03-10,1,0,0,0
Togo,8.6195,0.8248,2020-03-11,1,0,0,0
Togo,8.6195,0.8248,2020-03-12,1,0,0,0
Togo,8.6195,0.8248,2020-03-13,1,0,0,0
Togo,8.6195,0.8248,2020-03-14,1,0,0,0
Togo,8.6195,0.8248,2020-03-15,1,0,0,0
Togo,8.6195,0.8248,2020-03-16,1,0,0,0
Togo,8.6195,0.8248,2020-03-17,1,0,0,0
Togo,8.6195,0.8248,2020-03-18,1,0,0,0
Togo,8.6195,0.8248,2020-03-19,1,0,0,0
Togo,8.6195,0.8248,2020-03-20,9,0,1,8
Togo,8.6195,0.8248,2020-03-21,16,0,1,7
Togo,8.6195,0.8248,2020-03-22,16,0,1,0
Togo,8.6195,0.8248,2020-03-23,18,0,1,2
Togo,8.6195,0.8248,2020-03-24,20,0,1,2
Togo,8.6195,0.8248,2020-03-25,23,0,1,3
Togo,8.6195,0.8248,2020-03-26,23,0,1,0
Togo,8.6195,0.8248,2020-03-27,25,1,1,2
Togo,8.6195,0.8248,2020-03-28,25,1,1,0
Togo,8.6195,0.8248,2020-03-29,25,1,1,0
Togo,8.6195,0.8248,2020-03-30,30,1,1,5
Togo,8.6195,0.8248,2020-03-31,34,1,10,4
Togo,8.6195,0.8248,2020-04-01,36,2,10,2
Togo,8.6195,0.8248,2020-04-02,39,2,17,3
Togo,8.6195,0.8248,2020-04-03,40,3,17,1
Togo,8.6195,0.8248,2020-04-04,41,3,17,1
Togo,8.6195,0.8248,2020-04-05,44,3,20,3
Togo,8.6195,0.8248,2020-04-06,58,3,23,14
Togo,8.6195,0.8248,2020-04-07,65,3,23,7
Togo,8.6195,0.8248,2020-04-08,70,3,23,5
Togo,8.6195,0.8248,2020-04-09,73,3,24,3
Togo,8.6195,0.8248,2020-04-10,76,3,25,3
Togo,8.6195,0.8248,2020-04-11,76,3,25,0
Togo,8.6195,0.8248,2020-04-12,76,3,29,0
Togo,8.6195,0.8248,2020-04-13,77,3,29,1
Togo,8.6195,0.8248,2020-04-14,77,3,32,0
Togo,8.6195,0.8248,2020-04-15,81,3,35,4
Togo,8.6195,0.8248,2020-04-16,81,5,45,0
Togo,8.6195,0.8248,2020-04-17,83,5,48,2
Togo,8.6195,0.8248,2020-04-18,84,5,49,1
Togo,8.6195,0.8248,2020-04-19,84,5,52,0
Togo,8.6195,0.8248,2020-04-20,84,6,53,0
Togo,8.6195,0.8248,2020-04-21,86,6,56,2
Togo,8.6195,0.8248,2020-04-22,88,6,56,2
Togo,8.6195,0.8248,2020-04-23,88,6,59,0
